"Date","Currency","Mean","Buy","Sell"
"01/01/1970","SAUDI RIYAL","24.7965","24.0526","25.2111"
"01/01/1970","SINGAPORE DOLLAR","14.5374","14.1013","14.7848"
"01/01/1970","AUSTRALIAN $","305.9148","296.7374","312.0682"
"01/01/1970","IND RUPEE","66.5108","64.5155","67.6307"
"01/01/1970","CHINESE YUAN","4.4508","4.3173","4.5704"
"01/01/1970","HONGKONG DOLLAR","24.2854","23.5568","24.6921"
"01/01/1970","DAN KRONER","11.7434","11.3911","11.9395"
"01/01/1970","STG POUND","72.9866","70.7970","74.2285"
"01/01/1970","EURO","93.5209","90.7153","95.1305"
"01/01/1970","KES / TSHS","11.7856","11.4320","11.9900"
"01/01/1970","KES / USHS","10.9066","10.5794","11.0926"
"01/01/1970","SA RAND","75.8874","73.6107","77.1860"
"01/01/1970","CAN $","71.0333","68.9023","72.2280"
"01/01/1970","AE DIRHAM","7.7007","7.4697","7.8358"
"01/01/1970","KES / RWF","13.4668","13.0628","13.6936"
"01/01/1970","S FRANC","0.0304","0.0295","0.0310"
"01/01/1970","SW KRONER","0.1295","0.1256","0.1332"
"01/01/1970","NOR KRONER","0.0563","0.0546","0.0591"
"01/01/1970","JPY (100)","0.0487","0.0472","0.0498"
"01/01/1970","KES / BIF","1.4613","1.4175","1.4860"
"01/01/1970","US DOLLAR","100.4232","97.4105","102.1154"
"12/09/2003","KES/TSHS","18.7586","18.7078","18.8094"
"12/09/2003","KES/RWF","7.2254","7.1816","7.2691"
"12/09/2003","KES/BIF","16.9286","16.7908","17.0664"
"12/09/2003","JPY(100)","88.1288","88.0106","88.2471"
"12/09/2003","NOR KRONER","12.6759","12.6602","12.6916"
"12/09/2003","DAN KRONER","14.5142","14.4982","14.5301"
"12/09/2003","SW KRONER","107.4390","107.2467","107.6314"
"12/09/2003","AE DIRHAM","22.9106","22.8836","22.9376"
"12/09/2003","CAN $","85.3697","85.2392","85.5002"
"12/09/2003","IND RUPEE","14.1906","14.1732","14.2081"
"12/09/2003","HONGKONG $","1.5176","1.5162","1.5190"
"12/09/2003","SAUDI RIYAL","67.4374","67.3347","67.5401"
"12/09/2003","S FRANC","13.2670","13.2510","13.2829"
"12/09/2003","CHINESE YUAN","86.3320","86.2225","86.4415"
"12/09/2003","AUSTRALIAN $","22.4390","22.4126","22.4653"
"12/09/2003","SINGAPORE $","10.8489","10.8357","10.8620"
"12/09/2003","STG POUND","133.5040","133.3445","133.6634"
"12/09/2003","EURO","105.7970","105.6726","105.9217"
"12/09/2003","SA RAND","10.0067","9.9831","10.0303"
"12/09/2003","KES/USHS","29.7690","29.6168","29.9213"
"12/09/2003","US DOLLAR","84.1483","84.0539","84.2428"
"12/09/2004","S FRANC","13.2819","13.2663","13.2975"
"12/09/2004","CHINESE YUAN","86.8547","86.7433","86.9660"
"12/09/2004","SAUDI RIYAL","67.3140","67.2187","67.4093"
"12/09/2004","AUSTRALIAN $","22.4838","22.4576","22.5099"
"12/09/2004","CHINESE YUAN","86.8547","86.7433","86.9660"
"12/09/2004","US DOLLAR","84.3208","84.2250","84.4167"
"12/09/2004","STG POUND","133.1310","132.9731","133.2883"
"12/09/2004","EURO","105.4310","105.2955","105.5656"
"12/09/2004","KES/USHS","29.6488","29.5558","29.7418"
"12/09/2004","KES/TSHS","18.6372","18.5627","18.7118"
"12/09/2004","KES/RWF","7.2106","7.1668","7.2544"
"12/09/2004","AE DIRHAM","22.9563","22.9296","22.9830"
"12/09/2004","JPY(100)","87.8087","87.6870","87.9304"
"12/09/2004","SW KRONER","107.4490","107.2630","107.6344"
"12/09/2004","CAN $","85.0242","84.8586","85.1898"
"12/09/2004","KES/BIF","16.8940","16.7562","17.0318"
"12/09/2004","SA RAND","9.9434","9.9248","9.9620"
"12/09/2004","NOR KRONER","12.6111","12.5902","12.6319"
"12/09/2004","DAN KRONER","14.5024","14.4803","14.5246"
"12/09/2004","IND RUPEE","14.1466","14.1301","14.1632"
"12/09/2004","HONGKONG $","1.5137","1.5113","1.5162"
"12/09/2004","SINGAPORE $","10.8718","10.8592","10.8843"
"12/09/2004","EURO","105.4310","105.2955","105.5656"
"12/09/2004","SA RAND","9.9434","9.9248","9.9620"
"12/09/2004","KES/RWF","7.2106","7.1668","7.2544"
"12/09/2004","KES/BIF","16.8940","16.7562","17.0318"
"12/09/2004","AE DIRHAM","22.9563","22.9296","22.9830"
"12/09/2004","JPY(100)","87.8087","87.6870","87.9304"
"12/09/2004","NOR KRONER","12.6111","12.5902","12.6319"
"12/09/2004","DAN KRONER","14.5024","14.4803","14.5246"
"12/09/2004","SW KRONER","107.4490","107.2630","107.6344"
"12/09/2004","CAN $","85.0242","84.8586","85.1898"
"12/09/2004","KES/USHS","29.6488","29.5558","29.7418"
"12/09/2004","KES/TSHS","18.6372","18.5627","18.7118"
"12/09/2004","IND RUPEE","14.1466","14.1301","14.1632"
"12/09/2004","SINGAPORE $","10.8718","10.8592","10.8843"
"12/09/2004","AUSTRALIAN $","22.4838","22.4576","22.5099"
"12/09/2004","S FRANC","13.2819","13.2663","13.2975"
"12/09/2004","SAUDI RIYAL","67.3140","67.2187","67.4093"
"12/09/2004","HONGKONG $","1.5137","1.5113","1.5162"
"12/09/2004","US DOLLAR","84.3208","84.2250","84.4167"
"12/09/2004","STG POUND","133.1310","132.9731","133.2883"
"02/11/2004","US DOLLAR","81.2078","81.1078","81.3078"
"02/11/2004","STG POUND","148.8180","148.6200","149.0170"
"02/11/2004","EURO","103.3680","103.2190","103.5180"
"02/11/2004","SA RAND","13.2639","13.2233","13.3046"
"02/11/2004","KES/USHS","21.2894","21.2035","21.3753"
"02/11/2004","KES/TSHS","12.9299","12.8524","13.0074"
"02/11/2004","AE DIRHAM","22.1112","22.0828","22.1396"
"02/11/2004","CAN $","66.4226","66.3321","66.5132"
"02/11/2004","S FRANC","67.5105","67.4161","67.6049"
"02/11/2004","JPY(100)","76.2310","76.1227","76.3393"
"02/11/2004","SW KRONER","11.3908","11.3740","11.4077"
"02/11/2004","NOR KRONER","12.6561","12.6433","12.6689"
"02/11/2004","DAN KRONER","13.9085","13.8902","13.9269"
"02/11/2004","IND RUPEE","1.7889","1.7864","1.7913"
"02/11/2004","HONGKONG $","10.4388","10.4246","10.4530"
"02/11/2004","SINGAPORE $","48.7296","48.6549","48.8042"
"02/11/2004","SAUDI RIYAL","21.6543","21.6264","21.6821"
"02/11/2004","AUSTRALIAN $","60.4836","60.3847","60.5824"
"03/11/2004","STG POUND","148.9950","148.7970","149.1920"
"03/11/2004","US DOLLAR","81.2117","81.1144","81.3089"
"03/11/2004","EURO","102.8440","102.7080","102.9800"
"03/11/2004","SA RAND","13.1779","13.1178","13.2381"
"03/11/2004","KES/USHS","21.2741","21.2092","21.3390"
"03/11/2004","KES/TSHS","12.9908","12.9137","13.0680"
"03/11/2004","AE DIRHAM","22.1111","22.0834","22.1387"
"03/11/2004","CAN $","66.1466","66.0558","66.2374"
"03/11/2004","S FRANC","67.0516","66.9628","67.1403"
"03/11/2004","JPY(100)","76.2109","76.1110","76.3109"
"03/11/2004","SW KRONER","11.3121","11.3051","11.3191"
"03/11/2004","NOR KRONER","12.5711","12.5467","12.5956"
"03/11/2004","DAN KRONER","13.8360","13.8182","13.8537"
"03/11/2004","IND RUPEE","1.7847","1.7824","1.7871"
"03/11/2004","HONGKONG $","10.4349","10.4220","10.4478"
"03/11/2004","SINGAPORE $","48.6560","48.5832","48.7288"
"03/11/2004","SAUDI RIYAL","21.6541","21.6276","21.6806"
"03/11/2004","AUSTRALIAN $","60.6286","60.5357","60.7215"
"04/11/2004","US DOLLAR","81.1472","81.0500","81.2444"
"04/11/2004","STG POUND","149.9390","149.7300","150.1480"
"04/11/2004","EURO","104.0250","103.8960","104.1540"
"04/11/2004","SA RAND","13.2981","13.2411","13.3551"
"04/11/2004","KES/USHS","21.2947","21.2076","21.3819"
"04/11/2004","KES/TSHS","13.0627","13.0224","13.1030"
"04/11/2004","AE DIRHAM","22.0929","22.0652","22.1206"
"04/11/2004","CAN $","67.2502","67.1577","67.3426"
"04/11/2004","S FRANC","67.9806","67.8799","68.0813"
"04/11/2004","JPY(100)","76.3443","76.2438","76.4449"
"04/11/2004","SW KRONER","11.4235","11.4160","11.4310"
"04/11/2004","NOR KRONER","12.7567","12.7433","12.7700"
"04/11/2004","DAN KRONER","13.9969","13.9756","14.0183"
"04/11/2004","IND RUPEE","1.7905","1.7880","1.7929"
"04/11/2004","HONGKONG $","10.4314","10.4183","10.4446"
"04/11/2004","SINGAPORE $","48.8163","48.7431","48.8894"
"04/11/2004","SAUDI RIYAL","21.6375","21.6105","21.6646"
"04/11/2004","AUSTRALIAN $","61.3149","61.2009","61.4289"
"05/11/2004","US DOLLAR","81.1306","81.0333","81.2278"
"05/11/2004","STG POUND","149.6430","149.4390","149.8470"
"05/11/2004","EURO","104.4850","104.3370","104.6330"
"05/11/2004","SA RAND","13.2567","13.2056","13.3079"
"05/11/2004","KES/USHS","21.3263","21.2058","21.4467"
"05/11/2004","KES/TSHS","12.9977","12.9266","13.0687"
"05/11/2004","AE DIRHAM","22.0887","22.0607","22.1166"
"05/11/2004","CAN $","67.2179","67.1244","67.3114"
"05/11/2004","S FRANC","68.3714","68.2717","68.4710"
"05/11/2004","JPY(100)","76.4613","76.3533","76.5693"
"05/11/2004","SW KRONER","11.4648","11.4240","11.5056"
"05/11/2004","NOR KRONER","12.7767","12.7522","12.8011"
"05/11/2004","DAN KRONER","14.0593","14.0364","14.0822"
"05/11/2004","IND RUPEE","1.7996","1.7970","1.8021"
"05/11/2004","HONGKONG $","10.4377","10.4247","10.4507"
"05/11/2004","SINGAPORE $","49.0245","48.9509","49.0980"
"05/11/2004","SAUDI RIYAL","21.6340","21.6072","21.6607"
"05/11/2004","AUSTRALIAN $","61.4118","61.3179","61.5057"
"08/11/2004","US DOLLAR","81.1444","81.0444","81.2444"
"08/11/2004","STG POUND","150.5630","150.3530","150.7720"
"08/11/2004","EURO","105.2780","105.1260","105.4290"
"08/11/2004","SA RAND","13.2014","13.1356","13.2673"
"08/11/2004","KES/USHS","21.1938","21.1061","21.2815"
"08/11/2004","KES/TSHS","13.0447","13.0101","13.0792"
"08/11/2004","AE DIRHAM","22.0922","22.0637","22.1206"
"08/11/2004","CAN $","67.8748","67.7772","67.9723"
"08/11/2004","S FRANC","68.8970","68.7971","68.9970"
"08/11/2004","JPY(100)","76.9049","76.7895","77.0202"
"08/11/2004","SW KRONER","11.5494","11.5206","11.5783"
"08/11/2004","NOR KRONER","12.8694","12.8444","12.8944"
"08/11/2004","DAN KRONER","14.1658","14.1422","14.1894"
"08/11/2004","IND RUPEE","1.7989","1.7963","1.8015"
"08/11/2004","HONGKONG $","10.4418","10.4276","10.4560"
"08/11/2004","SINGAPORE $","49.0996","49.0257","49.1735"
"08/11/2004","SAUDI RIYAL","21.6368","21.6090","21.6646"
"08/11/2004","AUSTRALIAN $","61.6860","61.5857","61.7864"
"09/11/2004","US DOLLAR","81.1500","81.0500","81.2500"
"09/11/2004","STG POUND","150.4120","150.2080","150.6160"
"09/11/2004","EURO","104.7940","104.6450","104.9430"
"09/11/2004","SA RAND","13.0608","13.0133","13.1083"
"09/11/2004","KES/USHS","21.3190","20.9231","21.7150"
"09/11/2004","KES/TSHS","13.0500","13.0092","13.0907"
"09/11/2004","AE DIRHAM","22.0937","22.0652","22.1221"
"09/11/2004","CAN $","67.9380","67.8446","68.0313"
"09/11/2004","S FRANC","68.6199","68.5205","68.7192"
"09/11/2004","JPY(100)","76.7581","76.6464","76.8699"
"09/11/2004","SW KRONER","11.4932","11.4746","11.5118"
"09/11/2004","NOR KRONER","12.7194","12.7056","12.7333"
"09/11/2004","DAN KRONER","14.1069","14.0883","14.1255"
"09/11/2004","IND RUPEE","1.7966","1.7943","1.7988"
"09/11/2004","HONGKONG $","10.4353","10.4218","10.4488"
"09/11/2004","SINGAPORE $","49.1074","49.0321","49.1828"
"09/11/2004","SAUDI RIYAL","21.6389","21.6110","21.6667"
"09/11/2004","AUSTRALIAN $","61.4671","61.3711","61.5631"
"10/11/2004","US DOLLAR","81.1439","81.0500","81.2378"
"10/11/2004","STG POUND","150.5440","150.3400","150.7480"
"10/11/2004","EURO","104.6480","104.5060","104.7910"
"10/11/2004","SA RAND","13.0294","12.9856","13.0733"
"10/11/2004","KES/USHS","21.1355","20.9262","21.3449"
"10/11/2004","KES/TSHS","13.0448","13.0112","13.0784"
"10/11/2004","AE DIRHAM","22.0938","22.0670","22.1206"
"10/11/2004","CAN $","67.7040","67.6062","67.8019"
"10/11/2004","S FRANC","68.5343","68.4400","68.6287"
"10/11/2004","JPY(100)","76.6592","76.5530","76.7653"
"10/11/2004","SW KRONER","11.4692","11.4298","11.5086"
"10/11/2004","NOR KRONER","12.7050","12.6800","12.7300"
"10/11/2004","DAN KRONER","14.0782","14.0558","14.1006"
"10/11/2004","IND RUPEE","1.7967","1.7945","1.7990"
"10/11/2004","HONGKONG $","10.4324","10.4169","10.4478"
"10/11/2004","SINGAPORE $","49.0385","48.9669","49.1100"
"10/11/2004","SAUDI RIYAL","21.6366","21.6105","21.6628"
"10/11/2004","AUSTRALIAN $","61.6653","61.5737","61.7570"
"11/11/2004","US DOLLAR","81.0689","80.9689","81.1689"
"11/11/2004","STG POUND","149.6360","149.4210","149.8510"
"11/11/2004","EURO","104.3940","104.2480","104.5400"
"11/11/2004","SA RAND","13.0093","12.9389","13.0797"
"11/11/2004","KES/USHS","21.1551","20.9440","21.3662"
"11/11/2004","KES/TSHS","13.0322","12.9976","13.0668"
"11/11/2004","AE DIRHAM","22.0740","22.0444","22.1036"
"11/11/2004","CAN $","67.7162","67.6260","67.8064"
"11/11/2004","S FRANC","68.5647","68.4593","68.6701"
"11/11/2004","JPY(100)","75.7480","75.6399","75.8561"
"11/11/2004","SW KRONER","11.5091","11.5027","11.5155"
"11/11/2004","NOR KRONER","12.7778","12.7522","12.8033"
"11/11/2004","DAN KRONER","14.0520","14.0310","14.0730"
"11/11/2004","IND RUPEE","1.7937","1.7913","1.7962"
"11/11/2004","HONGKONG $","10.4162","10.4032","10.4291"
"11/11/2004","SINGAPORE $","48.9074","48.8323","48.9825"
"11/11/2004","SAUDI RIYAL","21.6172","21.5900","21.6445"
"11/11/2004","AUSTRALIAN $","61.5921","61.4959","61.6884"
"12/11/2004","US DOLLAR","81.1139","81.0222","81.2056"
"12/11/2004","STG POUND","149.9400","149.7400","150.1390"
"12/11/2004","EURO","104.7670","104.6260","104.9080"
"12/11/2004","SA RAND","13.0619","13.0133","13.1104"
"12/11/2004","KES/USHS","21.2141","21.1285","21.2997"
"12/11/2004","KES/TSHS","13.0342","12.9979","13.0705"
"12/11/2004","AE DIRHAM","22.0862","22.0589","22.1136"
"12/11/2004","CAN $","67.8975","67.8084","67.9867"
"12/11/2004","S FRANC","68.9336","68.8397","69.0274"
"12/11/2004","JPY(100)","76.5193","76.4206","76.6181"
"12/11/2004","SW KRONER","11.6114","11.6046","11.6182"
"12/11/2004","NOR KRONER","12.8683","12.8411","12.8956"
"12/11/2004","DAN KRONER","14.1017","14.0810","14.1225"
"12/11/2004","IND RUPEE","1.7975","1.7953","1.7997"
"12/11/2004","HONGKONG $","10.4294","10.4171","10.4416"
"12/11/2004","SINGAPORE $","49.0322","48.9679","49.0965"
"12/11/2004","SAUDI RIYAL","21.6275","21.6025","21.6525"
"12/11/2004","AUSTRALIAN $","62.0724","61.9820","62.1629"
"16/11/2004","US DOLLAR","81.1139","81.0222","81.2056"
"16/11/2004","STG POUND","149.9400","149.7400","150.1390"
"16/11/2004","EURO","104.7670","104.6260","104.9080"
"16/11/2004","SA RAND","13.0619","13.0133","13.1104"
"16/11/2004","KES/USHS","21.2141","21.1285","21.2997"
"16/11/2004","KES/TSHS","13.0342","12.9979","13.0705"
"16/11/2004","AE DIRHAM","22.0862","22.0589","22.1136"
"16/11/2004","CAN $","67.8975","67.8084","67.9867"
"16/11/2004","S FRANC","68.9336","68.8397","69.0274"
"16/11/2004","JPY(100)","76.5193","76.4206","76.6181"
"16/11/2004","SW KRONER","11.6114","11.6046","11.6182"
"16/11/2004","NOR KRONER","12.8683","12.8411","12.8956"
"16/11/2004","DAN KRONER","14.1017","14.0810","14.1225"
"16/11/2004","IND RUPEE","1.7975","1.7953","1.7997"
"16/11/2004","HONGKONG $","10.4294","10.4171","10.4416"
"16/11/2004","SINGAPORE $","49.0322","48.9679","49.0965"
"16/11/2004","SAUDI RIYAL","21.6275","21.6025","21.6525"
"16/11/2004","AUSTRALIAN $","62.0724","61.9820","62.1629"
"17/11/2004","US DOLLAR","81.2111","81.1111","81.3111"
"17/11/2004","STG POUND","150.5540","150.3380","150.7700"
"17/11/2004","EURO","105.3120","105.1660","105.4590"
"17/11/2004","SA RAND","13.3849","13.3411","13.4287"
"17/11/2004","KES/USHS","21.2165","21.0672","21.3658"
"17/11/2004","KES/TSHS","12.9909","12.9134","13.0685"
"17/11/2004","AE DIRHAM","22.1121","22.0837","22.1405"
"17/11/2004","CAN $","67.9905","67.8896","68.0913"
"17/11/2004","S FRANC","69.1345","69.0373","69.2317"
"17/11/2004","JPY(100)","77.0500","76.9395","77.1604"
"17/11/2004","SW KRONER","11.7197","11.7139","11.7255"
"17/11/2004","NOR KRONER","12.9833","12.9589","13.0078"
"17/11/2004","DAN KRONER","14.1740","14.1511","14.1969"
"17/11/2004","IND RUPEE","1.8039","1.8015","1.8063"
"17/11/2004","HONGKONG $","10.4431","10.4299","10.4564"
"17/11/2004","SINGAPORE $","49.2099","49.1344","49.2854"
"17/11/2004","SAUDI RIYAL","21.6546","21.6268","21.6824"
"17/11/2004","AUSTRALIAN $","62.8534","62.7557","62.9511"
"18/11/2004","US DOLLAR","81.2411","81.1411","81.3411"
"18/11/2004","STG POUND","151.0650","150.8450","151.2840"
"18/11/2004","EURO","105.9040","105.7720","106.0360"
"18/11/2004","SA RAND","13.5596","13.5089","13.6102"
"18/11/2004","KES/USHS","21.2948","21.1455","21.4441"
"18/11/2004","KES/TSHS","13.0108","12.9332","13.0883"
"18/11/2004","AE DIRHAM","22.1197","22.0912","22.1481"
"18/11/2004","CAN $","68.1272","68.0254","68.2290"
"18/11/2004","S FRANC","69.8566","69.7525","69.9607"
"18/11/2004","JPY(100)","78.1407","78.0246","78.2568"
"18/11/2004","SW KRONER","11.7661","11.7251","11.8071"
"18/11/2004","NOR KRONER","13.0317","13.0144","13.0489"
"18/11/2004","DAN KRONER","14.2528","14.2300","14.2756"
"18/11/2004","IND RUPEE","1.8050","1.8027","1.8073"
"18/11/2004","HONGKONG $","10.4511","10.4375","10.4647"
"18/11/2004","SINGAPORE $","49.3507","49.2750","49.4265"
"18/11/2004","SAUDI RIYAL","21.6631","21.6353","21.6910"
"18/11/2004","AUSTRALIAN $","63.5021","63.4037","63.6006"
"19/11/2004","US DOLLAR","81.2944","81.1944","81.3944"
"19/11/2004","STG POUND","150.6050","150.3970","150.8120"
"19/11/2004","EURO","105.4230","105.2820","105.5640"
"19/11/2004","SA RAND","13.4453","13.4056","13.4851"
"19/11/2004","KES/USHS","21.3055","21.1562","21.4547"
"19/11/2004","KES/TSHS","12.9776","12.9001","13.0551"
"19/11/2004","AE DIRHAM","22.1348","22.1064","22.1632"
"19/11/2004","CAN $","67.4543","67.3608","67.5479"
"19/11/2004","S FRANC","69.5231","69.4205","69.6257"
"19/11/2004","JPY(100)","78.1260","78.0192","78.2328"
"19/11/2004","SW KRONER","11.7272","11.7084","11.7459"
"19/11/2004","NOR KRONER","12.9972","12.9711","13.0233"
"19/11/2004","DAN KRONER","14.1846","14.1609","14.2082"
"19/11/2004","IND RUPEE","1.8016","1.7993","1.8040"
"19/11/2004","HONGKONG $","10.4504","10.4362","10.4646"
"19/11/2004","SINGAPORE $","49.2545","49.1790","49.3300"
"19/11/2004","SAUDI RIYAL","21.6768","21.6490","21.7046"
"19/11/2004","AUSTRALIAN $","63.1780","63.0881","63.2679"
"22/11/2004","US DOLLAR","81.3389","81.2444","81.4333"
"22/11/2004","STG POUND","151.0150","150.8200","151.2100"
"22/11/2004","EURO","105.9670","105.8270","106.1070"
"22/11/2004","SA RAND","13.5136","13.4567","13.5704"
"22/11/2004","KES/USHS","21.3398","21.2536","21.4261"
"22/11/2004","KES/TSHS","13.0135","12.9677","13.0594"
"22/11/2004","AE DIRHAM","22.1469","22.1200","22.1738"
"22/11/2004","CAN $","67.9937","67.8977","68.0897"
"22/11/2004","S FRANC","69.9802","69.8817","70.0787"
"22/11/2004","JPY(100)","78.6699","78.5675","78.7723"
"22/11/2004","SW KRONER","11.7994","11.7918","11.8070"
"22/11/2004","NOR KRONER","12.9950","12.9700","13.0200"
"22/11/2004","DAN KRONER","14.2769","14.2542","14.2996"
"22/11/2004","IND RUPEE","1.8042","1.8021","1.8064"
"22/11/2004","HONGKONG $","10.4633","10.4499","10.4768"
"22/11/2004","SINGAPORE $","49.4552","49.3827","49.5276"
"22/11/2004","SAUDI RIYAL","21.6886","21.6623","21.7150"
"22/11/2004","AUSTRALIAN $","63.6314","63.5332","63.7297"
"23/11/2004","US DOLLAR","81.3500","81.2556","81.4444"
"23/11/2004","STG POUND","150.8640","150.6650","151.0620"
"23/11/2004","EURO","105.7320","105.5920","105.8720"
"23/11/2004","SA RAND","13.4584","13.4089","13.5080"
"23/11/2004","KES/USHS","21.3862","21.2907","21.4816"
"23/11/2004","KES/TSHS","12.9913","12.9587","13.0239"
"23/11/2004","AE DIRHAM","22.1493","22.1224","22.1762"
"23/11/2004","CAN $","68.4136","68.3164","68.5109"
"23/11/2004","S FRANC","69.7245","69.6284","69.8207"
"23/11/2004","JPY(100)","78.6975","78.5953","78.7997"
"23/11/2004","SW KRONER","11.7748","11.7470","11.8026"
"23/11/2004","NOR KRONER","12.9628","12.9500","12.9756"
"23/11/2004","DAN KRONER","14.2295","14.2092","14.2498"
"23/11/2004","IND RUPEE","1.8053","1.8029","1.8077"
"23/11/2004","HONGKONG $","10.4611","10.4477","10.4746"
"23/11/2004","SINGAPORE $","49.3959","49.3235","49.4682"
"23/11/2004","SAUDI RIYAL","21.6922","21.6658","21.7185"
"23/11/2004","AUSTRALIAN $","63.4408","63.3550","63.5267"
"24/11/2004","US DOLLAR","81.2400","81.1400","81.3400"
"24/11/2004","STG POUND","151.8240","151.6180","152.0300"
"24/11/2004","EURO","106.3000","106.1500","106.4500"
"24/11/2004","SA RAND","13.5399","13.5089","13.5710"
"24/11/2004","KES/USHS","21.4182","21.2688","21.5677"
"24/11/2004","KES/TSHS","13.0479","12.9703","13.1255"
"24/11/2004","AE DIRHAM","22.1188","22.0903","22.1472"
"24/11/2004","CAN $","68.5284","68.4342","68.6227"
"24/11/2004","S FRANC","70.1424","70.0439","70.2409"
"24/11/2004","JPY(100)","78.4986","78.3945","78.6027"
"24/11/2004","SW KRONER","11.8307","11.8176","11.8439"
"24/11/2004","NOR KRONER","13.0239","13.0100","13.0378"
"24/11/2004","DAN KRONER","14.3076","14.2837","14.3315"
"24/11/2004","IND RUPEE","1.8041","1.8013","1.8069"
"24/11/2004","HONGKONG $","10.4470","10.4328","10.4612"
"24/11/2004","SINGAPORE $","49.4251","49.3492","49.5010"
"24/11/2004","SAUDI RIYAL","21.6623","21.6339","21.6907"
"24/11/2004","AUSTRALIAN $","63.7937","63.7030","63.8844"
"25/11/2004","US DOLLAR","81.2444","81.1444","81.3444"
"25/11/2004","STG POUND","152.8150","152.5980","153.0310"
"25/11/2004","EURO","107.0340","106.8860","107.1820"
"25/11/2004","SA RAND","13.6568","13.6100","13.7037"
"25/11/2004","KES/USHS","21.5263","21.4245","21.6281"
"25/11/2004","KES/TSHS","13.0717","13.0310","13.1124"
"25/11/2004","AE DIRHAM","22.1209","22.0921","22.1496"
"25/11/2004","CAN $","68.8510","68.7533","68.9487"
"25/11/2004","S FRANC","70.9038","70.8035","71.0041"
"25/11/2004","JPY(100)","78.9644","78.8492","79.0796"
"25/11/2004","SW KRONER","11.9498","11.9193","11.9803"
"25/11/2004","NOR KRONER","13.1222","13.1078","13.1367"
"25/11/2004","DAN KRONER","14.4150","14.3919","14.4381"
"25/11/2004","IND RUPEE","1.8039","1.8014","1.8064"
"25/11/2004","HONGKONG $","10.4542","10.4410","10.4674"
"25/11/2004","SINGAPORE $","49.5318","49.4632","49.6003"
"25/11/2004","SAUDI RIYAL","21.6640","21.6362","21.6919"
"25/11/2004","AUSTRALIAN $","64.0166","63.9256","64.1076"
"26/11/2004","US DOLLAR","81.2278","81.1278","81.3278"
"26/11/2004","STG POUND","154.4710","154.2590","154.6830"
"26/11/2004","EURO","108.1610","108.0080","108.3140"
"26/11/2004","SA RAND","13.8182","13.7778","13.8586"
"26/11/2004","KES/USHS","21.5814","21.4687","21.6942"
"26/11/2004","KES/TSHS","13.0868","13.0091","13.1644"
"26/11/2004","AE DIRHAM","22.1169","22.0882","22.1457"
"26/11/2004","CAN $","69.2559","69.1572","69.3546"
"26/11/2004","S FRANC","71.5990","71.4969","71.7011"
"26/11/2004","JPY(100)","79.4093","79.2920","79.5267"
"26/11/2004","SW KRONER","12.0966","12.0778","12.1153"
"26/11/2004","NOR KRONER","13.3078","13.2944","13.3211"
"26/11/2004","DAN KRONER","14.5664","14.5445","14.5882"
"26/11/2004","IND RUPEE","1.8045","1.8019","1.8071"
"26/11/2004","HONGKONG $","10.4505","10.4370","10.4641"
"26/11/2004","SINGAPORE $","49.5806","49.5044","49.6567"
"26/11/2004","SAUDI RIYAL","21.6599","21.6323","21.6874"
"26/11/2004","AUSTRALIAN $","64.5233","64.4236","64.6231"
"29/11/2004","US DOLLAR","81.2278","81.1278","81.3278"
"29/11/2004","STG POUND","153.7150","153.5000","153.9290"
"30/11/2004","US DOLLAR","81.2422","81.1422","81.3422"
"30/11/2004","STG POUND","153.4500","153.2380","153.6610"
"30/11/2004","EURO","107.6970","107.5510","107.8430"
"30/11/2004","SA RAND","13.9578","13.9111","14.0044"
"30/11/2004","KES/USHS","21.4545","21.3665","21.5424"
"30/11/2004","KES/TSHS","13.0475","12.9945","13.1005"
"30/11/2004","AE DIRHAM","22.1218","22.0933","22.1502"
"30/11/2004","CAN $","68.3904","68.2936","68.4871"
"30/11/2004","S FRANC","71.0901","70.9846","71.1956"
"30/11/2004","JPY(100)","78.8015","78.6880","78.9150"
"30/11/2004","SW KRONER","12.0644","12.0227","12.1062"
"30/11/2004","NOR KRONER","13.2717","13.2433","13.3000"
"30/11/2004","DAN KRONER","14.5006","14.4762","14.5249"
"30/11/2004","IND RUPEE","1.8156","1.8133","1.8179"
"30/11/2004","HONGKONG $","10.4479","10.4344","10.4614"
"30/11/2004","SINGAPORE $","49.5168","49.4408","49.5929"
"30/11/2004","SAUDI RIYAL","21.6634","21.6356","21.6913"
"30/11/2004","AUSTRALIAN $","63.0724","62.9826","63.1622"
"01/12/2004","US DOLLAR","81.2506","81.1567","81.3444"
"01/12/2004","STG POUND","155.4180","155.2090","155.6280"
"01/12/2004","EURO","108.1540","108.0060","108.3020"
"01/12/2004","SA RAND","13.9877","13.9089","14.0664"
"01/12/2004","KES/USHS","21.4738","21.3875","21.5602"
"01/12/2004","KES/TSHS","13.0338","12.9941","13.0735"
"01/12/2004","AE DIRHAM","22.1225","22.0955","22.1496"
"01/12/2004","CAN $","68.4349","68.3399","68.5300"
"01/12/2004","S FRANC","71.4537","71.3544","71.5530"
"01/12/2004","JPY(100)","79.0697","78.9566","79.1829"
"01/12/2004","SW KRONER","12.0690","12.0274","12.1106"
"01/12/2004","NOR KRONER","13.2328","13.2189","13.2467"
"01/12/2004","DAN KRONER","14.5576","14.5382","14.5771"
"01/12/2004","IND RUPEE","1.8263","1.8240","1.8287"
